Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210805,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27332,94.5318714764985,,All vaccinations
20210805,S92000003,1 - Care Home Staff,50000,,Dose 1,54205,108.41,,All vaccinations
20210805,S92000003,1 - Care Home Staff,50000,,Dose 2,52063,104.126,,All vaccinations
20210805,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374630,,z,All vaccinations
20210805,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364140,,z,All vaccinations
20210805,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99415,94.6701329371881,,All vaccinations
20210805,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95281,90.7334399878109,,All vaccinations
20210805,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105007,89.0153859195524,,All vaccinations
20210805,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97459,82.616877887509,,All vaccinations
20210805,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172686,95.7568565693309,,All vaccinations
20210805,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169054,93.7428606283756,,All vaccinations
20210805,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,686930,90.2492025204034,,All vaccinations
20210805,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,654705,86.0154661117155,,All vaccinations
20210805,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238655,,z,All vaccinations
20210805,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,217536,,z,All vaccinations
20210806,S92000003,1 - All Care Home Residents,,:,Dose 1,36047,,z,All vaccinations
20210806,S92000003,1 - All Care Home Residents,,:,Dose 2,33001,,z,All vaccinations
20210806,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 1,28229,97.6342821568153,,All vaccinations
20210806,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27336,94.5457060837686,,All vaccinations
20210806,S92000003,1 - Care Home Staff,50000,,Dose 1,54206,108.412,,All vaccinations
20210806,S92000003,1 - Care Home Staff,50000,,Dose 2,52070,104.14,,All vaccinations
20210806,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374642,,z,All vaccinations
20210806,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364260,,z,All vaccinations
20210806,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99435,94.6891783796138,,All vaccinations
20210806,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95384,90.8315240163029,,All vaccinations
20210806,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105045,89.0475988640699,,All vaccinations
20210806,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97569,82.7101258847963,,All vaccinations
20210806,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172696,95.7624017123402,,All vaccinations
20210806,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169075,93.754505428695,,All vaccinations
20210806,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,687060,90.2662819845812,,All vaccinations
20210806,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,655107,86.0682810701729,,All vaccinations
20210806,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238700,,z,All vaccinations
20210806,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,217953,,z,All vaccinations
20210807,S92000003,1 - All Care Home Residents,,:,Dose 1,36047,,z,All vaccinations
20210807,S92000003,1 - All Care Home Residents,,:,Dose 2,33001,,z,All vaccinations
20210807,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 1,28229,97.6342821568153,,All vaccinations
20210807,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27336,94.5457060837686,,All vaccinations
20210807,S92000003,1 - Care Home Staff,50000,,Dose 1,54211,108.422,,All vaccinations
20210807,S92000003,1 - Care Home Staff,50000,,Dose 2,52080,104.16,,All vaccinations
20210807,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374657,,z,All vaccinations
20210807,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364357,,z,All vaccinations
20210807,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99459,94.7120329105245,,All vaccinations
20210807,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95453,90.8972307926713,,All vaccinations
20210807,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105060,89.0603145000636,,All vaccinations
20210807,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97679,82.8033738820837,,All vaccinations
20210807,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172703,95.7662833124466,,All vaccinations
20210807,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169093,93.7644866861116,,All vaccinations
20210807,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,687141,90.2769238045689,,All vaccinations
20210807,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,655399,86.1066441743261,,All vaccinations
20210807,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238733,,z,All vaccinations
20210807,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,218320,,z,All vaccinations
20210808,S92000003,1 - All Care Home Residents,,:,Dose 1,36048,,z,All vaccinations
20210808,S92000003,1 - All Care Home Residents,,:,Dose 2,33002,,z,All vaccinations
20210808,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 1,28229,97.63428216,,All vaccinations
20210808,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27338,94.55262339,,All vaccinations
20210808,S92000003,1 - Care Home Staff,50000,,Dose 1,54212,108.424,,All vaccinations
20210808,S92000003,1 - Care Home Staff,50000,,Dose 2,52087,104.174,,All vaccinations
20210808,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,339,8.65237366,,All vaccinations
20210808,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 2,0,0,,All vaccinations
20210808,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374665,,z,All vaccinations
20210808,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364406,,z,All vaccinations
20210808,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99475,94.72726926,,All vaccinations
20210808,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95526,90.96674666,,All vaccinations
20210808,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105082,89.0789641,,All vaccinations
20210808,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97793,82.90001272,,All vaccinations
20210808,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172705,95.76739234,,All vaccinations
20210808,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169121,93.78001309,,All vaccinations
20210808,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,687202,90.28493801,,All vaccinations
20210808,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,655686,86.14435038,,All vaccinations
20210808,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238776,,z,All vaccinations
20210808,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,218712,,z,All vaccinations
20210809,S92000003,1 - All Care Home Residents,,:,Dose 1,36048,,z,All vaccinations
20210809,S92000003,1 - All Care Home Residents,,:,Dose 2,33005,,z,All vaccinations
20210809,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 1,28230,97.6377408086328,,All vaccinations
20210809,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27343,94.5699166464912,,All vaccinations
20210809,S92000003,1 - Care Home Staff,50000,,Dose 1,54215,108.43,,All vaccinations
20210809,S92000003,1 - Care Home Staff,50000,,Dose 2,52098,104.196,,All vaccinations
20210809,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,557,14.2164369576314,,All vaccinations
20210809,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 2,0,0,,All vaccinations
20210809,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374674,,z,All vaccinations
20210809,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364486,,z,All vaccinations
20210809,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99487,94.7386965299204,,All vaccinations
20210809,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95596,91.0334057060145,,All vaccinations
20210809,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105100,89.0942228627135,,All vaccinations
20210809,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97869,82.9644386046709,,All vaccinations
20210809,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172711,95.770719426854,,All vaccinations
20210809,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169140,93.790548858255,,All vaccinations
20210809,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,687281,90.2953170736834,,All vaccinations
20210809,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,655987,86.1838959046073,,All vaccinations
20210809,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238837,,z,All vaccinations
20210809,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,219100,,z,All vaccinations
20210810,S92000003,1 - All Care Home Residents,,:,Dose 1,36047,,z,All vaccinations
20210810,S92000003,1 - All Care Home Residents,,:,Dose 2,33008,,z,All vaccinations
20210810,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 1,28230,97.6377408086328,,All vaccinations
20210810,S92000003,1 - Care Home Residents - Older Adults,28913,,Dose 2,27346,94.5802926019438,,All vaccinations
20210810,S92000003,1 - Care Home Staff,50000,,Dose 1,54216,108.432,,All vaccinations
20210810,S92000003,1 - Care Home Staff,50000,,Dose 2,52113,104.226,,All vaccinations
20210810,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,793,20.2399183256764,,All vaccinations
20210810,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 2,0,0,,All vaccinations
20210810,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374682,,z,All vaccinations
20210810,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364566,,z,All vaccinations
20210810,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99503,94.7539328838609,,All vaccinations
20210810,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95672,91.1057783872319,,All vaccinations
20210810,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105127,89.1171110075022,,All vaccinations
20210810,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,97980,83.0585343110245,,All vaccinations
20210810,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 1,172715,95.7729374840577,,All vaccinations
20210810,S92000003,4 - Clinically Extremely Vulnerable,180338,,Dose 2,169168,93.8060752586809,,All vaccinations
20210810,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 1,687405,90.3116082548992,,All vaccinations
20210810,S92000003,6 - 16 to 64 year olds with underlying health conditions,761148,,Dose 2,656287,86.2233100527099,,All vaccinations
20210810,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,238932,,z,All vaccinations
20210810,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,219474,,z,All vaccinations
20210811,S92000003,1 - All Care Home Residents,,:,Dose 1,36061,,z,All vaccinations
20210811,S92000003,1 - All Care Home Residents,,:,Dose 2,33020,,z,All vaccinations
20210811,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 1,28066,97.6446439133006,,All vaccinations
20210811,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 2,27193,94.6073826670842,,All vaccinations
20210811,S92000003,1 - Care Home Staff,50000,,Dose 1,54224,108.448,,All vaccinations
20210811,S92000003,1 - Care Home Staff,50000,,Dose 2,52136,104.272,,All vaccinations
20210811,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,913,23.3027054619704,,All vaccinations
20210811,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 2,0,0,,All vaccinations
20210811,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374691,,z,All vaccinations
20210811,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364696,,z,All vaccinations
20210811,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99515,94.7653601493163,,All vaccinations
20210811,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95750,91.1800556126919,,All vaccinations
20210811,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105159,89.1442376976222,,All vaccinations
20210811,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,98094,83.1551731445768,,All vaccinations
20210811,S92000003,4 - Clinically Extremely Vulnerable,180072,,Dose 1,172472,95.7794659913812,,All vaccinations
20210811,S92000003,4 - Clinically Extremely Vulnerable,180072,,Dose 2,168976,93.8380203474166,,All vaccinations
20210811,S92000003,6 - 16 to 64 year olds with underlying health conditions,761014,,Dose 1,687398,90.3265905752062,,All vaccinations
20210811,S92000003,6 - 16 to 64 year olds with underlying health conditions,761014,,Dose 2,656550,86.2730514813131,,All vaccinations
20210811,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,239019,,z,All vaccinations
20210811,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,220006,,z,All vaccinations
20210812,S92000003,1 - All Care Home Residents,,:,Dose 1,36064,,z,All vaccinations
20210812,S92000003,1 - All Care Home Residents,,:,Dose 2,33028,,z,All vaccinations
20210812,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 1,28067,97.6481230212573,,All vaccinations
20210812,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 2,27198,94.6247782068678,,All vaccinations
20210812,S92000003,1 - Care Home Staff,50000,,Dose 1,54222,108.444,,All vaccinations
20210812,S92000003,1 - Care Home Staff,50000,,Dose 2,52151,104.302,,All vaccinations
20210812,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,1152,29.4027565084227,,All vaccinations
20210812,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 2,0,0,,All vaccinations
20210812,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,374703,,z,All vaccinations
20210812,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,364790,,z,All vaccinations
20210812,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,99534,94.7834533196206,,All vaccinations
20210812,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,95841,91.2667123757285,,All vaccinations
20210812,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,105180,89.1620395880134,,All vaccinations
20210812,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,98220,83.2619844869241,,All vaccinations
20210812,S92000003,4 - Clinically Extremely Vulnerable,180072,,Dose 1,172480,95.7839086587587,,All vaccinations
20210812,S92000003,4 - Clinically Extremely Vulnerable,180072,,Dose 2,169012,93.8580123506153,,All vaccinations
20210812,S92000003,6 - 16 to 64 year olds with underlying health conditions,761014,,Dose 1,687505,90.3406507633237,,All vaccinations
20210812,S92000003,6 - 16 to 64 year olds with underlying health conditions,761014,,Dose 2,656885,86.3170716964471,,All vaccinations
20210812,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,239097,,z,All vaccinations
20210812,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,220475,,z,All vaccinations
20210813,S92000003,1 - All Care Home Residents,,:,Dose 1,36064,,z,All vaccinations
20210813,S92000003,1 - All Care Home Residents,,:,Dose 2,33029,,z,All vaccinations
20210813,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 1,28067,97.6481230212573,,All vaccinations
20210813,S92000003,1 - Care Home Residents - Older Adults,28743,,Dose 2,27200,94.6317364227812,,All vaccinations
20210813,S92000003,1 - Care Home Staff,50000,,Dose 1,54224,108.448,,All vaccinations
20210813,S92000003,1 - Care Home Staff,50000,,Dose 2,52161,104.322,,All vaccinations
20210813,S92000003,12 to 15 year olds at higher risk of COVID-19,3918,,Dose 1,1263,32.2358346094946,,All vaccinations
